user_id,reputation
1,0.8363636363636363
2,0.8931297709923665
3,0.8867924528301887
5,0.725
6,0.958904109589041
8,0.624113475177305
9,0.6574074074074074
10,0.7543424317617866
11,0.7482014388489209
13,0.9181818181818182
15,0.8374384236453202
17,0.8169014084507042
18,0.8762214983713354
19,0.8560311284046692
22,0.7224080267558528
23,0.803921568627451
24,0.9492753623188406
25,0.8160919540229885
26,0.7313432835820896
27,0.8888888888888888
28,0.6513761467889908
29,0.8454545454545455
31,0.9008264462809917
33,0.8295165394402035
34,0.9096385542168675
35,0.855
36,0.9801699716713881
37,0.8363636363636363
38,0.9215686274509803
39,0.78125
40,0.8571428571428571
42,0.9699570815450643
44,0.8564102564102564
45,0.6588628762541806
48,0.8616666666666667
49,0.9272727272727272
52,0.8765432098765432
53,0.9533527696793003
56,0.8840579710144928
57,0.7424242424242424
58,0.9498861047835991
59,0.9209302325581395
60,0.75
62,0.914
63,0.77
65,0.9512195121951219
67,0.8636363636363636
68,0.8108108108108109
69,0.8805970149253731
70,0.8571428571428571
73,0.8482490272373541
75,0.8135593220338984
76,0.8651685393258427
78,0.8943661971830986
81,0.9204545454545454
82,0.7833333333333333
83,0.7920792079207921
87,0.5245901639344263
88,0.9
90,0.9074889867841409
92,0.6273148148148148
93,0.7702702702702703
95,0.8811881188118812
96,0.9036144578313253
97,0.9358974358974359
99,0.7247706422018348
100,0.782051282051282
101,0.8240740740740741
102,0.6194029850746269
103,0.905982905982906
105,0.9682539682539683
107,0.6178861788617886
109,0.963855421686747
110,0.7926829268292683
111,0.6382978723404256
112,0.9354838709677419
113,0.8857142857142857
114,0.88
116,0.875
117,0.8658777120315582
118,0.9601769911504425
119,0.8317757009345794
120,0.8923076923076924
121,0.918918918918919
122,0.6440677966101694
123,0.9114754098360656
125,0.7808219178082192
126,0.8113207547169812
127,0.6590909090909091
129,0.94375
130,0.9124087591240876
131,0.7878787878787878
132,0.9120879120879121
133,0.8313953488372093
134,0.6432432432432432
135,0.7638888888888888
136,0.6552631578947369
137,0.9507389162561576
138,0.8955223880597015
139,0.9068825910931174
140,0.8596491228070176
143,0.8428571428571429
146,0.8714953271028038
147,0.8677248677248677
148,0.9073482428115016
149,0.930976430976431
150,0.8162393162393162
151,0.9006342494714588
155,0.6938775510204082
156,0.98
157,0.6247086247086248
161,0.9899665551839465
162,0.9357798165137615
163,0.5213178294573644
165,0.9196428571428571
166,0.9296116504854369
167,0.7666666666666667
169,0.8357400722021661
170,0.898876404494382
173,0.9360568383658969
174,0.9494949494949495
