user_id,reputation
A3TKLYTX5M1O2J,0.9896907216494846
A1FPHB0Y8EWI36,0.9811320754716981
A1YCQGAD12JL43,0.9846153846153847
A19WB4OO3EF0MM,0.08450704225352113
A18MG1GPSEAPE9,0.03793103448275862
AKRBX702B6WS9,0.9814814814814815
AA3192UZKCEPU,0.9838709677419355
AE2WHXBMAUZ7H,0.9821428571428571
AJCA6SB6MSP9H,0.9891304347826086
AP7TG37LGM79E,0.9811320754716981
A1FKL80ND9HSAO,0.7878787878787878
A2W7WH9V5OKUA9,0.9928825622775801
A38TN7H65IF7Y5,0.9365079365079365
A2FNQM6Q1QH7CB,0.9833333333333333
A204G7E13UW2B0,0.9315068493150684
A2D5FK0NKOFWNJ,0.3880597014925373
A14MQWGQEJWIK6,0.9814814814814815
A133ZC2Z8MAIED,0.9861111111111112
A34BUK6Q132V75,0.9076923076923077
A1SWFOD82SBQZ6,0.7857142857142857
A3754ZJGC75ECR,0.9838709677419355
AGG570TS5T33K,0.9871794871794872
A2F079BGQTQ3BM,0.9303944315545244
AICMQ5YCG5YNL,0.825
A2NZOYT8VSG12I,0.9821428571428571
A4ATG5BHVNXEA,0.9836065573770492
A377PFKUWVGULN,0.3181818181818182
AK8QS4ELDT0I8,0.7272727272727273
A2SZAEY94NY1UX,0.9904761904761905
A2KP20R2FWLEEU,0.9384615384615385
A2UT04O4GBPL5H,0.8983050847457628
A2VP7V5O5LE8EW,0.9807692307692307
A3RWHGR0T4XCFX,0.9833333333333333
AQZSBXE2QA9C4,0.9830508474576272
A3BUM5RAKGN03O,0.9830508474576272
A1N1YEMTI9DJ86,0.9583333333333334
A2EHSB26B1U4X2,0.4411764705882353
A3R7AVOSEN8YW5,0.9861111111111112
A1YGVAK2Y9QW5T,0.6551724137931034
A3BA6ED6FH7WFG,0.9907407407407407
A33449UN3CHQKJ,0.967741935483871
A267IXCC7UK1HY,0.6521739130434783
A2UUZYY6PNK98L,0.9814814814814815
A6C0B977TSHNN,0.968503937007874
A1W0O4JH1JQHAT,0.7966101694915254
A2OZKYNCUWUE66,0.9848484848484849
A376TPTJ8XSPRF,0.9846153846153847
A1GLP76YO36X4Z,0.9811320754716981
A30QKWNWLLZLST,0.9117647058823529
A2SXQ1AX8U9BGK,0.9811320754716981
AQ4B80F0JSBNI,0.9827586206896551
A33RUZK6C7D44A,0.3611111111111111
A1XTWXIMUCDGQE,0.8038277511961722
A1DP55978SKCSQ,0.9846153846153847
A2PPXF62CN934W,0.9836065573770492
A1XUYMA9IM9Y17,0.9824561403508771
A3GXGUM8T02O1E,0.9848484848484849
A2K20DY7IS3TVY,0.9814814814814815
A583PKCTEITP4,0.5
A1BLXRD16BGDZI,0.9814814814814815
A1PP8IAT13WXUG,0.9846153846153847
AG6OLEXRA6O3W,0.5714285714285714
AJ7SKEX269O9U,0.832
A3KGO1QG1PQMDV,0.9852941176470589
A2SVFY9L2IDLGL,0.9814814814814815
A13G6YEKOOGM0X,0.9433962264150944
A1POIMLMQ5M704,0.9811320754716981
A3K23Q0KGZ92CW,0.9068627450980392
A2UKYIQQ2046SB,0.9876543209876543
AUTBHG6070SL4,0.9807692307692307
A3JDJY5D42XK5Z,0.9714285714285714
A1GVHSX4OHX43I,0.992
AGZ7HRA8DSVST,0.9848484848484849
A2ND61B6UJGT71,0.9814814814814815
A8TOHPPXD93IF,0.6933333333333334
A1V0DB1JG4H5W0,0.85
A23716FPBV893,0.9814814814814815
A2ZJPSX9FA2KJZ,0.9827586206896551
A17HZLOKVA2H3D,0.9824561403508771
AHEU0PXUZ4VA8,0.90625
A32DPXWFZYNR6N,0.9827586206896551
A1V6BZA4WX3WV5,0.9857142857142858
A1CNHGHD7EMZ3Z,0.9122807017543859
ARDIOWPTDTPSM,0.954248366013072
AATE7Z45X4RS,0.9811320754716981
AQZH7YTWQPOBE,0.9583333333333334
AMLE83HQP0PI5,0.9811320754716981
A3MT39XNAHR928,0.9811320754716981
A1RCP8K3DTYUT1,0.9878048780487805
A3EPHYB8WVQW30,0.9836065573770492
A2NJDAD4NA9K1,0.8157894736842105
A3MVB23Y8VU7OJ,0.573170731707317
A2PKN581GRTVWY,0.9893617021276596
AR9VY5XWDG1Q1,0.3269230769230769
A1DQIB6VQ7Y22Q,0.9836065573770492
A1BW6Y8IDCJXO5,0.9848484848484849
A1B7T6ICP4OB5,0.9859154929577465
AUFK6UT2DU87H,0.9701492537313433
AEV9CT81N33CR,0.9891304347826086
A2U0X9NAN3FAG1,0.9811320754716981
A2IIEVX3HR4GH4,0.9880952380952381
A30VNVBR8Y1Q7V,0.9908256880733946
A3L8POZWSY70S4,0.8461538461538461
A37A67JV7XKSOB,0.9558823529411765
A35A0EQITGDD84,0.9850746268656716
A1TUA2IUOBJIEH,0.9811320754716981
A3CYVI3NMDV68L,0.9818181818181818
A237PCWZRJZV2P,0.9811320754716981
A1W8SADBGCU3KN,0.8961038961038961
A3IDMQGNK5UX3V,0.21666666666666667
AAF2V14CYVPON,0.9846153846153847
A3T89XBFZQXPKB,0.9850746268656716
AGTF8KS70RHCW,0.9485294117647058
A2ANXCMA3VGKCE,0.9821428571428571
A7JNEEQRW9HZI,0.9850746268656716
ADHNQZMJA9X87,0.9864864864864865
A30YO350G5STNG,0.2857142857142857
A22RY8N8CNDF3A,0.8955223880597015
A2M5W973S7VJT7,0.9855072463768116
A2GFYJO3TGKXP5,0.9846153846153847
A1SE75DRBHL1K7,0.9821428571428571
A3QSDJNF9U6LY8,0.9830508474576272
A2VQ1852KCZUHV,0.9836065573770492
A3BEGD8Q2Q2P1D,0.4520547945205479
A1RC5EFZOMQTJD,0.9876543209876543
A36CPLOZJ24K15,0.9814814814814815
A2UK4Q1YIHA2H7,0.9846153846153847
A3KG11ASUXXG2J,0.9876543209876543
AJSZ7OVMV4U48,0.9818181818181818
A3M2495ILWOTIX,0.7816091954022989
AN3GRKBOS0LAF,0.9918032786885246
A2DZH9TUCDFU6P,0.84375
A2OMPN58KBTD2I,0.9857142857142858
A1VW4KYB0460TM,0.984375
A1BGVZTZ8ORPX0,0.9824561403508771
A2PQWYCNZ7DCLC,0.9873417721518988
AAPRAK79J2F4H,0.9852941176470589
AUSSDXB71EQPG,0.9876543209876543
A2DCS39GFBJV24,0.9807692307692307
AD6JNQ8EPWHGM,0.9841269841269841
A1CPZ20JL3M0NE,0.8489208633093526
A1IQ3LPH2L8WDE,0.9848484848484849
A2GK67Q4RFWJEB,0.9761904761904762
A2PEE5Y7ZSDXK7,0.975609756097561
A27HPFTPV9QO0R,0.9833333333333333
AXWCDLKWEGLPE,0.9850746268656716
A1KI8LWXKPRY3H,0.5641025641025641
ABUWCXWSEW8PP,0.9821428571428571
A2RQU1GEXZUC0O,0.9682539682539683
AZTGV8F54Y712,0.8351648351648352
A113FW1JUS41U1,0.9821428571428571
AVWBDN6B953CH,0.9830508474576272
A3AC180CW08E3N,0.9814814814814815
AOPTC0ZUXY64Z,0.9875
A1EKFFPBVV1XTH,0.9836065573770492
A2MHCZISNWHQFR,0.8088235294117647
A16WNM088Y3OYL,0.9818181818181818
A2PF3L9CMLJ9MF,0.9830508474576272
A1IS3QCN1L4A3F,0.9838709677419355
A34M2BSL7CXEHT,0.9074074074074074
A31QBVUCS7JMLN,0.9814814814814815
A3B3L107XC4QD,0.9152542372881356
A1HJNAQD9CDUDJ,0.02666666666666667
ABJNCFD48KB8,0.8939393939393939
A2X29H96X7C3XJ,0.9743589743589743
A157U4JNBIMII3,0.9836065573770492
