user_id,dfa
A3TKLYTX5M1O2J,0.0
A1FPHB0Y8EWI36,0.0
A1YCQGAD12JL43,0.0
A19WB4OO3EF0MM,0.7153064161136599
A18MG1GPSEAPE9,0.3677602928994241
AKRBX702B6WS9,0.0
AE2WHXBMAUZ7H,0.0
AA3192UZKCEPU,0.0
AJCA6SB6MSP9H,0.8204675943271816
AP7TG37LGM79E,0.0
A1FKL80ND9HSAO,1.611018743549405
A2W7WH9V5OKUA9,0.6253252402969013
A38TN7H65IF7Y5,0.6341260206790053
A2FNQM6Q1QH7CB,0.0
A204G7E13UW2B0,0.8429222010481733
A2D5FK0NKOFWNJ,0.9101946740973076
A14MQWGQEJWIK6,0.0
A133ZC2Z8MAIED,0.8055843973960387
A34BUK6Q132V75,1.0232402070461757
A1SWFOD82SBQZ6,1.322551706529191
A3754ZJGC75ECR,0.0
AGG570TS5T33K,0.0
A2F079BGQTQ3BM,1.00183162376468
AICMQ5YCG5YNL,1.0384726747652306
A2NZOYT8VSG12I,0.0
A4ATG5BHVNXEA,0.0
A377PFKUWVGULN,0.9980302413020766
AK8QS4ELDT0I8,0.6893533837415105
A2SZAEY94NY1UX,0.9628470129798288
A2UT04O4GBPL5H,2.15545687813672
A2KP20R2FWLEEU,0.8428402696560227
A2VP7V5O5LE8EW,0.0
A3RWHGR0T4XCFX,0.5894479818317598
AQZSBXE2QA9C4,0.0
A3BUM5RAKGN03O,0.411653595560745
A1N1YEMTI9DJ86,0.8515298803812028
A2EHSB26B1U4X2,1.246202535308948
A3R7AVOSEN8YW5,0.592187537307039
A1YGVAK2Y9QW5T,1.558221309562026
A3BA6ED6FH7WFG,0.0
A33449UN3CHQKJ,0.5812614738281383
A2UUZYY6PNK98L,0.0
A267IXCC7UK1HY,1.3959558592460906
A6C0B977TSHNN,1.0310426669263717
A1W0O4JH1JQHAT,4.79865297378735
A2OZKYNCUWUE66,0.0
A376TPTJ8XSPRF,0.0
A1GLP76YO36X4Z,0.0
A30QKWNWLLZLST,0.0
A2SXQ1AX8U9BGK,0.0
AQ4B80F0JSBNI,0.6584217097641041
A33RUZK6C7D44A,25.106442842241655
A1XTWXIMUCDGQE,1.2322227429460988
A2PPXF62CN934W,0.56978881456984
A1DP55978SKCSQ,0.0
A1XUYMA9IM9Y17,0.0
A3GXGUM8T02O1E,0.0
A2K20DY7IS3TVY,0.0
A583PKCTEITP4,-7.869332980783096
A1BLXRD16BGDZI,0.0
A1PP8IAT13WXUG,0.0
AG6OLEXRA6O3W,-0.8410070382404818
AJ7SKEX269O9U,1.4063849575177307
A3KGO1QG1PQMDV,0.6421909666380138
A2SVFY9L2IDLGL,0.5638421287805443
A13G6YEKOOGM0X,1.0961112454052295
A1POIMLMQ5M704,0.0
A3K23Q0KGZ92CW,0.34761822611305343
A2UKYIQQ2046SB,0.0
AUTBHG6070SL4,0.9553729675240873
A3JDJY5D42XK5Z,0.5004808019289378
A1GVHSX4OHX43I,0.0
A2ND61B6UJGT71,0.4884029223485556
AGZ7HRA8DSVST,0.0
A8TOHPPXD93IF,6.428160414483688
A1V0DB1JG4H5W0,0.4732577775236597
A23716FPBV893,0.0
A2ZJPSX9FA2KJZ,0.0
A17HZLOKVA2H3D,0.0
AHEU0PXUZ4VA8,1.0457951115466562
A32DPXWFZYNR6N,0.5525429331407142
A1V6BZA4WX3WV5,0.0
A1CNHGHD7EMZ3Z,1.5585201305820569
ARDIOWPTDTPSM,0.6485644474567691
AATE7Z45X4RS,0.0
AQZH7YTWQPOBE,0.9193121941313391
AMLE83HQP0PI5,0.0
A3MT39XNAHR928,0.0
A1RCP8K3DTYUT1,0.4982575525690742
A3EPHYB8WVQW30,0.0
A2NJDAD4NA9K1,0.4622580674171031
A3MVB23Y8VU7OJ,0.6541267670962629
A2PKN581GRTVWY,0.7495404247583813
AR9VY5XWDG1Q1,0.23839564912975578
A1DQIB6VQ7Y22Q,0.0
A1BW6Y8IDCJXO5,0.0
A1B7T6ICP4OB5,0.0
AUFK6UT2DU87H,11.906035670169679
AEV9CT81N33CR,0.839922947698447
A2U0X9NAN3FAG1,0.0
A2IIEVX3HR4GH4,0.565283229950326
A30VNVBR8Y1Q7V,0.57090660131237
A3L8POZWSY70S4,0.5508751308319729
A37A67JV7XKSOB,0.6545102359557686
A35A0EQITGDD84,0.0
A1TUA2IUOBJIEH,0.0
A3CYVI3NMDV68L,0.0
A237PCWZRJZV2P,0.0
A1W8SADBGCU3KN,0.31340638769217943
A3IDMQGNK5UX3V,19.24144025230863
AAF2V14CYVPON,0.0
A3T89XBFZQXPKB,0.0
AGTF8KS70RHCW,1.074786576295242
A2ANXCMA3VGKCE,0.0
A7JNEEQRW9HZI,0.8949050220402353
ADHNQZMJA9X87,0.0
A30YO350G5STNG,0.832192956743853
A22RY8N8CNDF3A,0.9743129120358097
A2M5W973S7VJT7,0.0
A2GFYJO3TGKXP5,0.0
A1SE75DRBHL1K7,0.0
A3QSDJNF9U6LY8,0.0
A2VQ1852KCZUHV,0.0
A3BEGD8Q2Q2P1D,0.5022279892285229
A1RC5EFZOMQTJD,0.0
A36CPLOZJ24K15,0.0
A2UK4Q1YIHA2H7,0.0
A3KG11ASUXXG2J,0.0
AJSZ7OVMV4U48,0.0
A3M2495ILWOTIX,-3.7059492754828622
AN3GRKBOS0LAF,0.0
A2DZH9TUCDFU6P,0.9392392545116116
A2OMPN58KBTD2I,0.9233600112821732
A1VW4KYB0460TM,0.0
A1BGVZTZ8ORPX0,0.0
A2PQWYCNZ7DCLC,0.0
AAPRAK79J2F4H,15.569076772473982
AUSSDXB71EQPG,0.0
A2DCS39GFBJV24,0.4329163200383474
AD6JNQ8EPWHGM,0.4884312113517911
A1CPZ20JL3M0NE,0.7932106769053148
A1IQ3LPH2L8WDE,0.0
A2GK67Q4RFWJEB,0.20896298130773777
A27HPFTPV9QO0R,0.9039458330547111
A2PEE5Y7ZSDXK7,1.0207599355956734
AXWCDLKWEGLPE,0.0
A1KI8LWXKPRY3H,0.8269579702132406
ABUWCXWSEW8PP,0.0
AZTGV8F54Y712,9.535159409133039
A2RQU1GEXZUC0O,0.4924586691882272
A113FW1JUS41U1,0.0
AVWBDN6B953CH,0.0
