user_id,d,D,perceptibility
A13G1TKIKHGV3F,40,547,0.06802721088435375
A232HUAELH5J6V,34,669,0.05782312925170068
A2O5RT4RCC4NU2,22,199,0.03741496598639456
A27XUU2DXILHYZ,14,182,0.023809523809523808
A201HVK6NWJJER,14,80,0.023809523809523808
A1E2NA2F4RTQ9B,14,304,0.023809523809523808
AR5E97X8ADH2E,11,54,0.01870748299319728
A1UJYD8VTPGETJ,9,85,0.015306122448979591
A525O40Q3XE0L,9,18,0.015306122448979591
A2VCZKDP9C924O,8,28,0.013605442176870748
ATX2Z25BBHZQU,7,25,0.011904761904761904
A30L3P0LRDLZ4O,7,37,0.011904761904761904
ABE8YHLYSM15G,7,18,0.011904761904761904
A2J9UIAZ8IIUSO,7,23,0.011904761904761904
A49DXD4WVLSLL,7,59,0.011904761904761904
AA56574B3HTH2,7,38,0.011904761904761904
A36K2N527TXXJN,7,229,0.011904761904761904
A1NT7ED5TATUAM,6,68,0.01020408163265306
A2G6FAGTKE2TMU,6,110,0.01020408163265306
A3T0OTH5072YRE,6,24,0.01020408163265306
A14BTJRH9VNLJJ,5,213,0.008503401360544218
A1SNSPHCEXV5RL,5,64,0.008503401360544218
A2QTCDME99Z0Y6,5,16,0.008503401360544218
A2FBO0XZWBJK6E,5,32,0.008503401360544218
A3JX3A21NTF0VN,5,74,0.008503401360544218
A2TJ149KF0NK2S,5,51,0.008503401360544218
A2PBV1899CX3TE,5,78,0.008503401360544218
A1S1JC7LTBZAH2,5,47,0.008503401360544218
A39ABKRS1MKFTW,5,16,0.008503401360544218
A3AEI87ZU72CJK,5,32,0.008503401360544218
AYG0FE8H9QBH6,5,46,0.008503401360544218
A2UTKYA2U8542F,4,97,0.006802721088435374
AGM1C9EF7FOZB,4,11,0.006802721088435374
A22RY8N8CNDF3A,4,11,0.006802721088435374
A2DHLKD4C2STN,4,71,0.006802721088435374
A2AYSFGUP5VTY3,4,913,0.006802721088435374
A1X1CEGHTHMBL1,4,12,0.006802721088435374
A1EH3HSLN6I6R0,4,35,0.006802721088435374
A1P4ZRIZD5XXAN,4,51,0.006802721088435374
A1CQGAPQMN41LV,4,16,0.006802721088435374
A1MC6BFHWY6WC3,4,377,0.006802721088435374
AH5PPU03O74GP,4,25,0.006802721088435374
A11JMMUU3WH034,4,175,0.006802721088435374
AYB19RB36GLZL,4,13,0.006802721088435374
AUEY946M1L939,4,34,0.006802721088435374
AZ209ZYWRSIUG,3,52,0.00510204081632653
